2.500000e+00,19,0.099759,168
2.500000e+00,19,0.203325,203
2.500000e+00,19,0.178193,225
2.500000e+00,19,0.235123,259
2.500000e+00,19,NaN,NaN
2.500000e+00,19,0.400691,241
2.500000e+00,19,0.103303,183
2.500000e+00,19,0.000048,155
2.500000e+00,19,0.000014,101
2.500000e+00,19,NaN,NaN
2.500000e+00,20,0.085722,168
2.500000e+00,20,0.129677,169
2.500000e+00,20,0.221324,280
2.500000e+00,20,0.199039,259
2.500000e+00,20,0.151199,210
2.500000e+00,20,0.328604,241
2.500000e+00,20,0.148037,283
2.500000e+00,20,0.023902,280
2.500000e+00,20,NaN,NaN
2.500000e+00,20,0.047690,302
2.500000e+00,23,0.099549,168
2.500000e+00,23,0.204571,203
2.500000e+00,23,0.261246,280
2.500000e+00,23,0.000113,269
2.500000e+00,23,NaN,NaN
2.500000e+00,24,0.085302,168
2.500000e+00,24,NaN,NaN
2.500000e+00,24,0.148933,168
2.500000e+00,24,0.119254,202
2.500000e+00,24,0.000007,159
2.500000e+00,24,NaN,NaN
2.500000e+00,24,NaN,NaN
2.500000e+00,26,0.090602,168
2.500000e+00,27,0.052808,168
2.500000e+00,28,NaN,NaN
2.500000e+00,28,0.040668,140
2.500000e+00,28,0.116741,133
2.500000e+00,28,0.296949,270
2.500000e+00,28,0.013059,302
2.500000e+00,28,0.104930,140
2.500000e+00,30,NaN,NaN
2.500000e+00,30,NaN,NaN
2.500000e+00,30,0.154136,167
2.500000e+00,30,0.199765,242
2.500000e+00,30,0.190611,178
2.500000e+00,30,0.139926,201
2.500000e+00,30,0.000710,301
2.500000e+00,30,NaN,NaN
2.500000e+00,30,0.157866,202
2.500000e+00,31,0.088456,148
2.500000e+00,32,0.081215,251
2.500000e+00,32,0.074019,179
2.500000e+00,32,0.201924,256
2.500000e+00,32,0.234203,185
2.500000e+00,32,0.003343,295
2.500000e+00,32,0.280172,237
2.500000e+00,32,0.000013,223
2.500000e+00,32,0.124820,107
2.500000e+00,34,0.020892,145
2.500000e+00,35,0.101773,152
2.500000e+00,37,0.099988,151
2.500000e+00,37,0.076348,178
2.500000e+00,37,0.253124,297
2.500000e+00,37,0.174987,165
2.500000e+00,37,0.201270,181
2.500000e+00,37,0.004280,211
2.500000e+00,37,0.202532,192
2.500000e+00,38,0.101109,148
4,1,NaN,NaN
4,2,NaN,NaN
4,2,NaN,NaN
4,2,0.058460,241
4,2,NaN,NaN
4,2,0.134767,290
4,3,NaN,NaN
4,3,NaN,NaN
4,3,0.069563,108
4,3,0.220368,156
4,3,0.541695,276
4,4,0.098140,143
4,4,0.048481,169
4,4,0.195838,211
4,4,0.223653,198
4,4,0.472185,275
4,5,NaN,NaN
4,5,0.049009,208
4,5,0.345785,232
4,5,NaN,NaN
4,5,0.168172,283
4,6,0.099233,141
4,7,0.133770,143
4,8,NaN,NaN
4,8,NaN,NaN
4,8,0.186658,238
4,8,0.203789,198
4,8,0.170278,286
4,9,NaN,NaN
4,10,NaN,NaN
4,10,0.199999,247
4,10,0.186502,238
4,10,0.209396,166
4,10,0.168534,243
4,11,NaN,NaN
4,11,0.213550,247
4,11,0.186695,238
4,11,0.209515,198
4,11,0.101839,286
4,11,0.092199,168
4,11,0.065876,147
4,11,0.249350,280
4,12,NaN,NaN
4,12,0.210463,247
4,12,0.187041,238
4,12,0.203789,198
4,12,0.170278,286
4,13,NaN,NaN
4,13,NaN,NaN
4,13,0.174175,238
4,13,0.189801,198
4,13,0.166945,286
4,14,NaN,NaN
4,14,NaN,NaN
4,14,0.174264,238
4,14,0.189801,198
4,14,0.166050,283
4,15,NaN,NaN
4,15,NaN,NaN
4,15,0.098725,238
4,15,0.248143,234
4,15,0.159081,282
4,16,NaN,NaN
4,16,NaN,NaN
4,16,0.190737,238
4,16,0.189177,198
4,16,0.166556,282
4,17,NaN,NaN
4,17,NaN,NaN
4,17,0.174270,238
4,17,0.189801,198
4,17,0.166622,284
4,18,0.113185,137
4,18,0.144237,162
4,18,0.142712,156
4,18,0.226419,197
4,18,0.487114,276
10,1,0.060611,168
