depth,station,sig_type,insitu,GLDAS,residual
5.08,22,seasontrans_duration_wet2dry_l,101,68,-33
5.08,22,seasontrans_duration_wet2dry_l,106,42,-64
5.08,22,seasontrans_duration_wet2dry_l,196,NaN,NaN
5.08,22,seasontrans_duration_wet2dry_l,NaN,27,NaN
5.08,22,seasontrans_duration_wet2dry_l,181,111,-70
5.08,22,seasontrans_duration_wet2dry_l,205,120,-85
5.08,22,seasontrans_duration_wet2dry_l,46,43,-3
5.08,22,seasontrans_duration_wet2dry_l,190,98,-92
5.08,22,seasontrans_duration_dry2wet_p,NaN,NaN,NaN
5.08,22,seasontrans_duration_dry2wet_p,66.050418,21.351265,-44.699153
5.08,22,seasontrans_duration_dry2wet_p,69.642807,8.7328,-60.910007
5.08,22,seasontrans_duration_dry2wet_p,61.633603,23.550929,-38.082674
