depth,station,insitu,gldas,"error(days, gldas-insitu)",network,signature_type
5.08,85,736235.999921839,736223.999998578,-11.999923260998912,SCAN,Start of wetting
5.08,85,736591.484706828,736666.355429897,74.87072306894697,SCAN,Start of wetting
5.08,85,737055.03006755,737056.017837917,0.9877703669480979,SCAN,Start of wetting
5.08,86,,,,SCAN,Start of wetting
5.08,86,735921.605230533,735920.779781342,-0.8254491910338402,SCAN,Start of wetting
5.08,86,736233.162320211,736223.999963822,-9.162356388987973,SCAN,Start of wetting
5.08,86,736611.897137672,736666.35617242,54.45903474802617,SCAN,Start of wetting
5.08,86,737054.569925661,737058.839344146,4.269418484997004,SCAN,Start of wetting
5.08,87,,,,SCAN,Start of wetting
5.08,87,734392.000012543,734425.192863293,33.19285074993968,SCAN,Start of wetting
5.08,87,734751.0,734853.873247312,102.87324731203262,SCAN,Start of wetting
5.08,87,735096.385116809,735153.386192949,57.00107613997534,SCAN,Start of wetting
5.08,87,735465.133365712,735463.000905454,-2.1324602579697967,SCAN,Start of wetting
5.08,87,735808.825372569,735793.362300269,-15.46307230007369,SCAN,Start of wetting
5.08,87,736179.265697443,736227.426276025,48.160578581970185,SCAN,Start of wetting
5.08,87,736649.578998564,736655.892405809,6.313407244975679,SCAN,Start of wetting
5.08,87,737043.869725135,737048.999999648,5.13027451292146,SCAN,Start of wetting
5.08,11,,,,SCAN,End of drying
5.08,11,736052.518942793,736147.695287555,95.17634476197418,SCAN,End of drying
5.08,11,736502.09788646,736513.423907269,11.326020809006877,SCAN,End of drying
5.08,11,736881.28612632,736871.345784556,-9.940341764013283,SCAN,End of drying
5.08,11,737207.749959454,737233.382417061,25.632457606960088,SCAN,End of drying
5.08,12,,,,SCAN,End of drying
5.08,12,733246.53934424,733242.453514287,-4.085829952964559,SCAN,End of drying
5.08,12,733598.291939126,733616.300825497,18.008886371040717,SCAN,End of drying
5.08,12,,,,SCAN,End of drying
5.08,12,734436.038347109,734337.560430728,-98.4779163809726,SCAN,End of drying
5.08,12,734718.568557737,734708.993242974,-9.575314763002098,SCAN,End of drying
5.08,12,735063.69104117,735111.687076058,47.99603488796856,SCAN,End of drying
5.08,12,735429.005006938,735460.296394328,31.29138738999609,SCAN,End of drying
5.08,12,735800.113720951,735746.063047906,-54.05067304498516,SCAN,End of drying
5.08,19,,,,SCAN,End of drying
5.08,22,,,,SCAN,End of drying
5.08,22,733602.741434661,733532.624840723,-70.11659393797163,SCAN,End of drying
5.08,22,733976.88802534,733966.176951643,-10.711073697078973,SCAN,End of drying
5.08,22,734332.107720377,734309.710004008,-22.397716369014233,SCAN,End of drying
5.08,22,734737.238488459,734695.95077439,-41.28771406901069,SCAN,End of drying
5.08,22,735014.219054812,735033.271448766,19.052393954014406,SCAN,End of drying
5.08,22,735393.611475955,735401.622194875,8.010718920035288,SCAN,End of drying
5.08,22,735771.612333938,735781.477310587,9.864976648939773,SCAN,End of drying
5.08,22,736159.658511085,736072.616364071,-87.04214701394085,SCAN,End of drying
5.08,22,736540.300150582,736505.384333374,-34.91581720800605,SCAN,End of drying
5.08,22,736891.902694856,736865.363035567,-26.539659289061092,SCAN,End of drying
5.08,22,737202.448908978,737237.129970276,34.68106129800435,SCAN,End of drying
5.08,25,,,,SCAN,End of drying
5.08,25,730674.253619454,730688.975270986,14.721651531988755,SCAN,End of drying
5.08,25,730996.174701823,730976.782186866,-19.39251495699864,SCAN,End of drying
5.08,25,731488.000173411,731334.293599777,-153.70657363394275,SCAN,End of drying
5.08,26,,,,SCAN,End of drying
5.08,26,732515.65919633,732447.327019502,-68.33217682805844,SCAN,End of drying
5.08,26,732887.999956903,732894.142479794,6.142522890935652,SCAN,End of drying
5.08,26,733253.474048703,733257.970619111,4.496570407995023,SCAN,End of drying
5.08,26,733608.190579697,733498.468951617,-109.72162808000576,SCAN,End of drying
5.08,26,733951.138869387,733916.823547582,-34.3153218049556,SCAN,End of drying
5.08,26,734342.51722724,734228.693530946,-113.82369629398454,SCAN,End of drying
5.08,26,734719.24205898,734705.55045952,-13.691599460085854,SCAN,End of drying
5.08,26,735070.225030752,735109.697423915,39.4723931630142,SCAN,End of drying
5.08,26,735480.105608047,735334.748424931,-145.3571831160225,SCAN,End of drying
5.08,26,735747.747617159,735756.717690896,8.970073736971244,SCAN,End of drying
5.08,26,736080.19690987,736064.561472921,-15.635436948970892,SCAN,End of drying
5.08,26,736499.271952711,736502.538509952,3.2665572409750894,SCAN,End of drying
5.08,26,736831.665866838,736915.036718683,83.37085184501484,SCAN,End of drying
5.08,26,737286.996946578,737270.425874717,-16.571071861078963,SCAN,End of drying
5.08,27,734333.782741706,734331.131804461,-2.650937244994566,SCAN,End of drying
5.08,27,734679.270999331,734634.559326161,-44.711673169978894,SCAN,End of drying
5.08,27,735018.239312727,735037.652075723,19.412762996042147,SCAN,End of drying
5.08,27,735414.464638144,735400.635144883,-13.829493261058815,SCAN,End of drying
5.08,27,735796.177849052,735769.956756027,-26.221093025058508,SCAN,End of drying
5.08,27,736158.298729344,736060.376546819,-97.92218252504244,SCAN,End of drying
5.08,27,736524.193759569,736416.674161803,-107.5195977659896,SCAN,End of drying
5.08,27,736845.577939211,736856.234609542,10.656670330907218,SCAN,End of drying
5.08,27,737230.263458303,737243.999943506,13.736485203029588,SCAN,End of drying
5.08,28,,,,SCAN,End of drying
5.08,28,733509.361685032,733521.620527125,12.258842092938721,SCAN,End of drying
5.08,28,733857.902744291,733907.57090429,49.66815999895334,SCAN,End of drying
5.08,28,734269.654940355,734259.481734752,-10.17320560303051,SCAN,End of drying
5.08,28,734607.736613925,734692.951890466,85.21527654107194,SCAN,End of drying
5.08,28,734993.480086478,735045.11664051,51.63655403198209,SCAN,End of drying
5.08,28,735446.513411003,735402.999892694,-43.513518309104256,SCAN,End of drying
5.08,28,735690.773658339,735781.434664965,90.66100662597455,SCAN,End of drying
5.08,28,736188.200252936,736054.82701548,-133.37323745596223,SCAN,End of drying
5.08,28,736499.145201615,736517.973813786,18.828612170997076,SCAN,End of drying
5.08,28,736805.542044047,736802.823707292,-2.718336755060591,SCAN,End of drying
5.08,28,737226.430797522,737215.311889445,-11.118908077012748,SCAN,End of drying
5.08,29,734321.270323741,734333.719904874,12.449581132968888,SCAN,End of drying
5.08,29,734688.09838186,734706.246763301,18.14838144101668,SCAN,End of drying
5.08,29,734996.802040035,735006.497023127,9.694983092020266,SCAN,End of drying
5.08,29,735401.603209124,735400.238542356,-1.3646667680004612,SCAN,End of drying
5.08,29,735771.175179716,735769.167750188,-2.0074295279337093,SCAN,End of drying
5.08,29,736164.000003817,736074.703879988,-89.29612382897176,SCAN,End of drying
5.08,29,736502.335728714,736516.436200077,14.100471362937242,SCAN,End of drying
5.08,29,736849.562502918,736878.442797163,28.88029424508568,SCAN,End of drying
5.08,29,737234.685710257,737313.532626386,78.84691612899769,SCAN,End of drying
5.08,31,734313.53091078,734271.698222031,-41.83268874895293,SCAN,End of drying
5.08,31,734691.435206891,734672.583919598,-18.851287293015048,SCAN,End of drying
5.08,31,735015.448297409,735015.917909338,0.46961192903108895,SCAN,End of drying
5.08,31,735404.743923082,735396.783974439,-7.959948642994277,SCAN,End of drying
5.08,31,735772.121235225,735754.852456173,-17.26877905195579,SCAN,End of drying
5.08,31,,,,SCAN,End of drying
5.08,31,736505.93127076,736479.442610477,-26.48866028303746,SCAN,End of drying
5.08,31,736826.246690115,736824.462633749,-1.784056365955621,SCAN,End of drying
5.08,31,737181.428636391,737190.355370925,8.926734534092247,SCAN,End of drying
5.08,33,,,,SCAN,End of drying
5.08,33,732870.983288206,,,SCAN,End of drying
5.08,33,733230.189090745,733306.455469622,76.26637887698598,SCAN,End of drying
5.08,35,733238.586336953,,,SCAN,End of drying
5.08,35,733596.299848354,733592.480737609,-3.8191107449820265,SCAN,End of drying
5.08,35,733927.713314798,733917.583168251,-10.130146546987817,SCAN,End of drying
5.08,35,734350.448146927,734348.830718108,-1.6174288190668449,SCAN,End of drying
5.08,35,734704.024960081,734751.269109214,47.244149132980965,SCAN,End of drying
5.08,35,735111.999999997,735106.301602814,-5.698397182975896,SCAN,End of drying
5.08,35,735515.220643858,735432.803795736,-82.41684812190942,SCAN,End of drying
5.08,35,735840.451032571,735810.332419596,-30.11861297499854,SCAN,End of drying
5.08,35,736150.46810902,736176.91478884,26.446679819957353,SCAN,End of drying
5.08,35,736548.059442425,736520.363346206,-27.696096219005994,SCAN,End of drying
5.08,35,736849.545012807,736845.32003035,-4.224982457002625,SCAN,End of drying
5.08,35,737268.825765545,737273.999999977,5.174234431935474,SCAN,End of drying
5.08,36,733896.560144132,733967.493382366,70.9332382340217,SCAN,End of drying
5.08,36,734251.632161912,734332.790997603,81.15883569093421,SCAN,End of drying
5.08,36,734693.297692613,734712.789946813,19.492254200042225,SCAN,End of drying
5.08,36,,,,SCAN,End of drying
5.08,36,,,,SCAN,End of drying
5.08,36,,,,SCAN,End of drying
5.08,36,736120.160983293,736155.214727077,35.05374378408305,SCAN,End of drying
5.08,36,736452.268410193,736510.691077676,58.42266748298425,SCAN,End of drying
5.08,36,736903.809978123,736878.118962165,-25.69101595808752,SCAN,End of drying
5.08,36,737257.500274335,737279.450465468,21.950191132957116,SCAN,End of drying
5.08,36,737628.613199017,737639.860806896,11.247607878991403,SCAN,End of drying
5.08,41,,,,SCAN,End of drying
5.08,41,733908.695200515,733945.434740605,36.73954008996952,SCAN,End of drying
5.08,41,,,,SCAN,End of drying
5.08,41,734656.279270039,734694.238059318,37.95878927898593,SCAN,End of drying
5.08,44,,,,SCAN,End of drying
5.08,44,733237.581832644,733246.638339497,9.056506853085011,SCAN,End of drying
5.08,44,733629.646635249,733614.325178658,-15.321456591016613,SCAN,End of drying
5.08,44,733918.594205951,733927.645064407,9.050858456059359,SCAN,End of drying
5.08,44,734353.958895283,734358.816523172,4.85762788890861,SCAN,End of drying
5.08,44,734752.685603271,734755.931818909,3.246215638006106,SCAN,End of drying
5.08,44,735115.227143875,735125.339277259,10.112133383983746,SCAN,End of drying
5.08,44,735467.000005029,735444.615041238,-22.38496379100252,SCAN,End of drying
5.08,44,735836.462548211,735802.999747933,-33.46280027797911,SCAN,End of drying
5.08,44,736201.320510416,736183.9984425,-17.32206791592762,SCAN,End of drying
5.08,46,,,,SCAN,End of drying
5.08,49,730623.555845214,730709.222687572,85.66684235795401,SCAN,End of drying
5.08,49,731008.348304227,731031.593117379,23.244813152006827,SCAN,End of drying
5.08,49,731424.384160121,731442.000026191,17.61586607003119,SCAN,End of drying
5.08,49,731760.781797638,731782.438525537,21.656727898982354,SCAN,End of drying
5.08,49,732133.269319099,732140.989893681,7.720574581995606,SCAN,End of drying
5.08,49,732489.929976084,732542.043384283,52.11340819892939,SCAN,End of drying
5.08,49,732915.17962213,732902.535688613,-12.643933517043479,SCAN,End of drying
5.08,50,,733255.47369908,,SCAN,End of drying
5.08,50,733544.817484879,733591.495345276,46.677860396914184,SCAN,End of drying
5.08,50,733936.544217472,733965.329728191,28.78551071905531,SCAN,End of drying
5.08,50,734350.225393878,734331.637263975,-18.588129902957007,SCAN,End of drying
5.08,50,734700.586415809,734727.201076408,26.614660599036142,SCAN,End of drying
5.08,50,735019.198252213,735100.687322627,81.48907041409984,SCAN,End of drying
5.08,50,735360.878554519,735414.868254411,53.98969989200123,SCAN,End of drying
5.08,50,735748.224310882,735801.523299663,53.29898878093809,SCAN,End of drying
5.08,50,736122.965286673,736147.961903651,24.99661697796546,SCAN,End of drying
5.08,50,736536.49274234,736511.486167718,-25.006574622006156,SCAN,End of drying
5.08,50,736845.826902568,736892.691723338,46.864820769988,SCAN,End of drying
5.08,50,737230.639529658,737267.242674804,36.603145145927556,SCAN,End of drying
5.08,53,733519.502699907,,,SCAN,End of drying
5.08,53,733904.679974713,733943.648299296,38.96832458302379,SCAN,End of drying
5.08,53,734295.377756864,734332.757664106,37.379907242022455,SCAN,End of drying
5.08,53,734651.149578,734692.9381093,41.78853130002972,SCAN,End of drying
5.08,53,735011.477241865,735032.003208222,20.525966356974095,SCAN,End of drying
5.08,54,,735556.746223532,,SCAN,End of drying
5.08,54,735749.335458646,735781.834252665,32.498794019105844,SCAN,End of drying
5.08,54,736115.792601219,736070.000096046,-45.792505173012614,SCAN,End of drying
5.08,54,736520.32266424,736515.606480148,-4.716184091987088,SCAN,End of drying
5.08,54,736837.539582173,736819.163211353,-18.376370819984004,SCAN,End of drying
5.08,54,737221.836745786,737232.642705744,10.80595995800104,SCAN,End of drying
5.08,55,,,,SCAN,End of drying
5.08,55,733242.855932429,733229.697322637,-13.158609792008065,SCAN,End of drying
5.08,55,733626.212122989,733584.757855847,-41.454267141991295,SCAN,End of drying
5.08,55,,,,SCAN,End of drying
5.08,55,734335.348935938,734315.520605885,-19.828330053016543,SCAN,End of drying
5.08,55,734687.536638855,734729.673748455,42.137109600007534,SCAN,End of drying
5.08,55,735021.534887865,735049.707347534,28.172459669061936,SCAN,End of drying
5.08,55,735411.842210542,735385.415996309,-26.426214232924394,SCAN,End of drying
5.08,55,735695.321855005,735775.216995532,79.89514052704908,SCAN,End of drying
5.08,55,736206.496315525,736209.210387384,2.7140718590235338,SCAN,End of drying
5.08,55,736546.504377655,736518.019914045,-28.48446360998787,SCAN,End of drying
5.08,55,736847.564293484,736878.99016063,31.425867145997472,SCAN,End of drying
5.08,55,737241.488272592,737259.604952064,18.116679472033866,SCAN,End of drying
5.08,57,,,,SCAN,End of drying
5.08,57,733495.013490714,733518.478258208,23.464767494006082,SCAN,End of drying
5.08,57,733900.671987927,733901.837929485,1.1659415579633787,SCAN,End of drying
5.08,57,734277.789068317,734280.560578063,2.7715097459731624,SCAN,End of drying
5.08,57,734685.995928678,734686.994726186,0.9987975080730394,SCAN,End of drying
5.08,57,734986.714203445,735023.151957112,36.4377536670072,SCAN,End of drying
5.08,57,735376.563469306,735403.999950427,27.436481120996177,SCAN,End of drying
5.08,57,735691.479100375,735780.999999803,89.52089942805469,SCAN,End of drying
5.08,57,736058.356557187,736088.93954233,30.58298514294438,SCAN,End of drying
5.08,57,736443.099721457,736494.493081621,51.393360164016485,SCAN,End of drying
5.08,57,736878.000000807,736870.405932185,-7.594068621983752,SCAN,End of drying
5.08,57,737233.210006915,737210.590454536,-22.619552379008383,SCAN,End of drying
5.08,58,,,,SCAN,End of drying
5.08,58,,733519.379556287,,SCAN,End of drying
5.08,58,733993.824624481,733897.454405313,-96.37021916802041,SCAN,End of drying
5.08,58,734322.486433271,734266.438064945,-56.04836832592264,SCAN,End of drying
5.08,58,734681.291889898,734673.406494598,-7.885395299992524,SCAN,End of drying
5.08,58,735033.356603372,735034.845389663,1.4887862909818068,SCAN,End of drying
5.08,58,735378.368174442,735397.470319315,19.102144873002544,SCAN,End of drying
5.08,58,735806.048776857,735753.423469261,-52.625307595939375,SCAN,End of drying
5.08,58,736154.514910452,736050.570778221,-103.94413223094307,SCAN,End of drying
5.08,58,736577.782641473,736408.365019758,-169.4176217149943,SCAN,End of drying
5.08,58,736918.351671104,736854.74864575,-63.60302535397932,SCAN,End of drying
5.08,58,737248.613031416,737227.872236497,-20.74079491896555,SCAN,End of drying
5.08,60,,,,SCAN,End of drying
5.08,60,736081.721524588,736141.655313711,59.93378912308253,SCAN,End of drying
5.08,60,736521.423735411,736514.777567986,-6.6461674249731,SCAN,End of drying
5.08,60,736834.48519995,736846.594300737,12.109100786969066,SCAN,End of drying
5.08,60,737211.654980137,737220.591675758,8.936695620999672,SCAN,End of drying
5.08,66,734326.167827668,734343.947618808,17.779791139997542,SCAN,End of drying
5.08,66,734708.09463049,734704.637717408,-3.456913082045503,SCAN,End of drying
5.08,66,735000.580339132,735025.630082458,25.049743326031603,SCAN,End of drying
5.08,66,735405.000002232,735400.752095931,-4.247906301054172,SCAN,End of drying
5.08,66,735758.466648603,735766.43698182,7.970333217061125,SCAN,End of drying
5.08,66,736053.721891421,736074.685018948,20.963127527036704,SCAN,End of drying
5.08,66,736501.463008165,736413.016372669,-88.44663549598772,SCAN,End of drying
5.08,66,736842.816568149,736788.213212537,-54.603355612023734,SCAN,End of drying
5.08,66,737248.805432858,737324.002899787,75.19746692909393,SCAN,End of drying
5.08,66,737623.979208508,737640.872119098,16.89291058992967,SCAN,End of drying
5.08,68,,,,SCAN,End of drying
5.08,68,734315.752473899,734326.955755267,11.203281367896125,SCAN,End of drying
5.08,68,734694.217752048,734695.599929922,1.382177873980254,SCAN,End of drying
5.08,68,735042.206182078,735045.293164292,3.086982214008458,SCAN,End of drying
5.08,68,735406.050009105,735372.825392751,-33.22461635398213,SCAN,End of drying
5.08,68,,,,SCAN,End of drying
5.08,68,,,,SCAN,End of drying
5.08,68,736520.652364535,736509.285014414,-11.367350121028721,SCAN,End of drying
5.08,68,736859.345605937,736854.526844518,-4.818761418922804,SCAN,End of drying
5.08,68,737238.305265969,737243.726336619,5.421070649987087,SCAN,End of drying
5.08,71,,,,SCAN,End of drying
5.08,71,733984.270302972,733968.268326306,-16.00197666604072,SCAN,End of drying
5.08,71,734330.265984271,734333.203255009,2.9372707380680367,SCAN,End of drying
5.08,71,734702.35029675,734716.418587002,14.068290252005681,SCAN,End of drying
5.08,71,735040.697385871,735061.614742398,20.9173565270612,SCAN,End of drying
5.08,71,735396.6612723,735346.893681817,-49.76759048306849,SCAN,End of drying
5.08,71,735748.537462307,735767.744805648,19.207343340967782,SCAN,End of drying
5.08,71,736212.30078167,736176.965479256,-35.33530241402332,SCAN,End of drying
5.08,71,736513.593340615,736508.709570521,-4.883770094020292,SCAN,End of drying
5.08,71,736906.486074771,736864.90081251,-41.585262260981835,SCAN,End of drying
5.08,71,737255.734970469,737253.512405758,-2.222564711002633,SCAN,End of drying
5.08,72,,,,SCAN,End of drying
5.08,72,733991.271664494,733968.415839928,-22.855824565980583,SCAN,End of drying
5.08,72,734326.858864568,734333.678715593,6.81985102489125,SCAN,End of drying
5.08,72,734703.536755584,734716.927643506,13.390887922025286,SCAN,End of drying
5.08,72,735056.751792783,735061.614732606,4.862939822953194,SCAN,End of drying
5.08,72,735407.505666638,735347.390602299,-60.11506433901377,SCAN,End of drying
5.08,72,735744.38483704,735767.753939512,23.369102471973747,SCAN,End of drying
5.08,72,736079.117018358,736175.627546639,96.51052828098182,SCAN,End of drying
5.08,72,736521.52636117,736508.821351916,-12.705009254044853,SCAN,End of drying
5.08,72,736911.683168063,736865.579236614,-46.10393144900445,SCAN,End of drying
5.08,72,737291.447466094,737253.520121675,-37.92734441906214,SCAN,End of drying
5.08,82,734394.307334365,734269.910794766,-124.39653959893622,SCAN,End of drying
5.08,82,734751.337525861,734666.558531955,-84.77899390598759,SCAN,End of drying
5.08,82,734991.206637171,735040.999999432,49.79336226102896,SCAN,End of drying
5.08,82,735409.629266319,735401.138925713,-8.490340605960228,SCAN,End of drying
5.08,82,735767.813370411,735744.644213269,-23.169157142052427,SCAN,End of drying
5.08,82,736181.353065453,736029.163772417,-152.18929303600453,SCAN,End of drying
5.08,82,736511.197716134,736514.445517372,3.2478012379724532,SCAN,End of drying
5.08,82,736840.686737424,736855.70165592,15.014918496017344,SCAN,End of drying
5.08,82,737223.297660162,737214.476543806,-8.821116355946288,SCAN,End of drying
5.08,82,737630.85004577,737543.574988134,-87.27505763608497,SCAN,End of drying
5.08,84,,,,SCAN,End of drying
5.08,84,736051.875472643,736152.630009461,100.75453681801446,SCAN,End of drying
5.08,84,736532.690332685,736534.594546173,1.904213487985544,SCAN,End of drying
5.08,84,736883.828258091,736860.089752656,-23.73850543505978,SCAN,End of drying
5.08,85,,,,SCAN,End of drying
5.08,85,733588.999999857,733514.6936526,-74.30634725699201,SCAN,End of drying
5.08,85,733941.952189572,733960.439519661,18.487330088973977,SCAN,End of drying
5.08,85,734331.652077292,734336.727174159,5.07509686704725,SCAN,End of drying
5.08,85,734676.999999769,734695.999953742,18.999953972990625,SCAN,End of drying
5.08,85,735032.104450947,735032.774143683,0.6696927360026166,SCAN,End of drying
5.08,85,735418.398609642,735395.827171824,-22.57143781799823,SCAN,End of drying
5.08,85,,735780.35729021,,SCAN,End of drying
5.08,85,736070.92843567,736069.362545118,-1.5658905520103872,SCAN,End of drying
5.08,85,736560.672154172,736399.309761337,-161.3623928349698,SCAN,End of drying
5.08,85,736852.939501996,736815.474137792,-37.46536420402117,SCAN,End of drying
5.08,85,737220.470473859,737233.999999974,13.529526115045883,SCAN,End of drying
5.08,86,735896.937914785,,,SCAN,End of drying
5.08,86,736069.407440488,736069.344824872,-0.06261561601422727,SCAN,End of drying
5.08,86,736536.927199234,736399.506798498,-137.42040073603857,SCAN,End of drying
5.08,86,736852.309646363,736815.46842669,-36.841219673049636,SCAN,End of drying
5.08,86,737214.729385933,737233.999999645,19.270613712025806,SCAN,End of drying
5.08,87,734316.658803713,734325.766695504,9.107891790918075,SCAN,End of drying
5.08,87,734741.001277675,734626.74713989,-114.25413778505754,SCAN,End of drying
5.08,87,735039.586402271,735029.670535937,-9.91586633399129,SCAN,End of drying
5.08,87,735403.684876582,735386.774383881,-16.91049270099029,SCAN,End of drying
5.08,87,735784.615744495,735776.634145562,-7.98159893299453,SCAN,End of drying
5.08,87,736150.552991924,736061.214211474,-89.33878044993617,SCAN,End of drying
5.08,87,736543.9278363,736398.466276147,-145.46156015293673,SCAN,End of drying
5.08,87,736860.656652328,736870.62746856,9.970816232031211,SCAN,End of drying
5.08,87,737245.529473846,737260.753510701,15.22403685504105,SCAN,End of drying
5.08,11,,,,SCAN,End of wetting
5.08,11,,735940.282637394,,SCAN,End of wetting
5.08,11,736351.2650283,736331.69850712,-19.566521179978736,SCAN,End of wetting
5.08,11,736706.723449477,736714.304307576,7.580858099041507,SCAN,End of wetting
5.08,11,736938.688789432,737134.005534046,195.31674461392686,SCAN,End of wetting
5.08,12,,,,SCAN,End of wetting
5.08,12,733103.003181536,733038.119267295,-64.88391424098518,SCAN,End of wetting
5.08,12,733473.237069382,733408.441636238,-64.7954331439687,SCAN,End of wetting
5.08,12,,,,SCAN,End of wetting
5.08,12,,,,SCAN,End of wetting
5.08,12,734598.0,734487.999999754,-110.00000024598558,SCAN,End of wetting
5.08,12,734966.568538422,734869.601955227,-96.96658319502603,SCAN,End of wetting
5.08,12,735333.906951272,735175.57667932,-158.33027195208706,SCAN,End of wetting
5.08,12,735692.093828078,735583.071082774,-109.02274530404247,SCAN,End of wetting
5.08,19,,,,SCAN,End of wetting
5.08,22,,,,SCAN,End of wetting
5.08,22,733459.589736486,733409.369763468,-50.21997301792726,SCAN,End of wetting
5.08,22,733737.577597638,733780.103459419,42.52586178097408,SCAN,End of wetting
5.08,22,734204.021571533,734147.438936335,-56.58263519802131,SCAN,End of wetting
5.08,22,734484.613506229,734524.404219621,39.790713391965255,SCAN,End of wetting
5.08,22,734924.263538643,734916.999999932,-7.263538711005822,SCAN,End of wetting
5.08,22,735206.300384064,735276.233903389,69.93351932498626,SCAN,End of wetting
5.08,22,735568.535317358,735614.996870311,46.46155295299832,SCAN,End of wetting
5.08,22,735853.480176031,735955.093855204,101.61367917293683,SCAN,End of wetting
5.08,22,736288.083000903,736343.591773901,55.508772998000495,SCAN,End of wetting
5.08,22,736603.558714469,736689.612413446,86.05369897698984,SCAN,End of wetting
5.08,22,736956.288131989,737089.264861814,132.97672982502263,SCAN,End of wetting
5.08,25,,,,SCAN,End of wetting
5.08,25,730550.63141029,,,SCAN,End of wetting
5.08,25,730922.790387933,730858.999999905,-63.79038802802097,SCAN,End of wetting
5.08,25,731322.90003948,731285.92043154,-36.979607939952984,SCAN,End of wetting
5.08,26,,,,SCAN,End of wetting
5.08,26,732396.423427672,732335.000002425,-61.423425246961415,SCAN,End of wetting
5.08,26,732705.345395138,732691.609756338,-13.73563880007714,SCAN,End of wetting
5.08,26,732960.526489495,733065.635336619,105.1088471240364,SCAN,End of wetting
5.08,26,733473.911350833,733425.924010386,-47.987340447027236,SCAN,End of wetting
5.08,26,733732.651763316,733759.000926985,26.349163669045083,SCAN,End of wetting
5.08,26,734065.971910442,734147.308672495,81.3367620529607,SCAN,End of wetting
5.08,26,734585.811654511,734493.043366258,-92.76828825299162,SCAN,End of wetting
5.08,26,734962.671016145,734904.604565225,-58.066450920072384,SCAN,End of wetting
5.08,26,735181.955707039,735204.814947313,22.85924027406145,SCAN,End of wetting
5.08,26,735691.999999999,735590.755051312,-101.24494868691545,SCAN,End of wetting
5.08,26,735998.999999992,735933.999660167,-65.00033982493915,SCAN,End of wetting
5.08,26,736369.000661963,736368.999999899,-0.0006620640633627772,SCAN,End of wetting
5.08,26,736739.807493431,736600.439059552,-139.3684338789899,SCAN,End of wetting
5.08,26,736962.999999997,737098.155031637,135.1550316400826,SCAN,End of wetting
5.08,27,,,,SCAN,End of wetting
5.08,27,734454.807387476,734505.999999881,51.19261240505148,SCAN,End of wetting
5.08,27,734929.999999541,734911.999999368,-18.00000017299317,SCAN,End of wetting
5.08,27,735116.555623084,735285.000001232,168.44437814806588,SCAN,End of wetting
5.08,27,735485.133535621,735590.917613039,105.78407741803676,SCAN,End of wetting
5.08,27,735993.999758557,735952.256382621,-41.743375935941,SCAN,End of wetting
5.08,27,736233.938686578,736299.304652015,65.36596543702763,SCAN,End of wetting
5.08,27,736597.776043221,736693.851115501,96.07507228001487,SCAN,End of wetting
5.08,27,737140.000170332,737085.667644066,-54.33252626599278,SCAN,End of wetting
5.08,28,,,,SCAN,End of wetting
5.08,28,733467.648990267,733425.816129293,-41.832860974012874,SCAN,End of wetting
5.08,28,733818.473101664,733776.99999999,-41.47310167399701,SCAN,End of wetting
5.08,28,734259.02589482,734156.661402993,-102.36449182697106,SCAN,End of wetting
5.08,28,734431.787906164,734523.999999982,92.21209381800145,SCAN,End of wetting
5.08,28,734782.215243475,734894.990721642,112.77547816699371,SCAN,End of wetting
5.08,28,735121.728531241,735262.12119502,140.39266377908643,SCAN,End of wetting
5.08,28,735478.998952559,735596.460473913,117.46152135403827,SCAN,End of wetting
5.08,28,735810.978595857,735935.629972463,124.6513766059652,SCAN,End of wetting
5.08,28,736251.999999964,736265.748308846,13.748308882000856,SCAN,End of wetting
5.08,28,736606.999952764,736717.607524473,110.60757170896977,SCAN,End of wetting
5.08,28,736898.81534386,736893.599806366,-5.215537493932061,SCAN,End of wetting
5.08,29,,,,SCAN,End of wetting
5.08,29,734453.796854607,734501.602454523,47.80559991602786,SCAN,End of wetting
5.08,29,734781.916756541,734904.365715734,122.44895919295959,SCAN,End of wetting
5.08,29,735314.000094769,735284.047452897,-29.95264187210705,SCAN,End of wetting
5.08,29,735487.128175992,735640.797365907,153.66918991494458,SCAN,End of wetting
5.08,29,735964.16161837,735969.097266179,4.935647809063084,SCAN,End of wetting
5.08,29,736392.305080495,736325.348547785,-66.95653270999901,SCAN,End of wetting
5.08,29,736640.899084622,736712.06136403,71.16227940795943,SCAN,End of wetting
5.08,29,736963.731822833,737073.7473068,110.01548396702856,SCAN,End of wetting
5.08,31,,,,SCAN,End of wetting
5.08,31,734553.390626327,734502.79616282,-50.594463507062756,SCAN,End of wetting
5.08,31,734752.15019126,734887.938656901,135.7884656409733,SCAN,End of wetting
5.08,31,735287.752862321,735233.424483628,-54.32837869296782,SCAN,End of wetting
5.08,31,735486.999999999,735573.963847225,86.9638472259976,SCAN,End of wetting
5.08,31,736024.689456848,735993.710746742,-30.978710105991922,SCAN,End of wetting
5.08,31,736273.193098019,736293.752822565,20.559724546037614,SCAN,End of wetting
5.08,31,736700.936174232,736689.695094736,-11.241079496103339,SCAN,End of wetting
5.08,31,737081.094099779,737083.300578036,2.206478256965056,SCAN,End of wetting
5.08,33,,,,SCAN,End of wetting
5.08,33,732762.13557989,732734.862643065,-27.272936824942008,SCAN,End of wetting
5.08,33,733097.407069372,733033.999835472,-63.40723390004132,SCAN,End of wetting
