depth,station,insitu,gldas,"error(days, gldas-insitu)",network,signature_type
5.08,57,734565.119342814,734539.515754016,-25.60358879796695,SCAN,Start of drying
5.08,57,734942.038944025,734921.261369752,-20.77757427294273,SCAN,Start of drying
5.08,57,735326.862889895,735276.218460932,-50.644428962958045,SCAN,Start of drying
5.08,57,735672.345156844,735643.000006359,-29.345150485052727,SCAN,Start of drying
5.08,57,736040.243290394,736028.885446034,-11.357844359939918,SCAN,Start of drying
5.08,57,736388.999999796,736351.000000733,-37.99999906308949,SCAN,Start of drying
5.08,57,736757.359748894,736737.727140612,-19.63260828203056,SCAN,Start of drying
5.08,57,737111.999889304,737147.152762525,35.15287322096992,SCAN,Start of drying
5.08,58,,,,SCAN,Start of drying
5.08,58,,733456.999999993,,SCAN,Start of drying
5.08,58,733852.071143685,733790.243157411,-61.82798627403099,SCAN,Start of drying
5.08,58,734252.062761326,734180.000028956,-72.06273236998823,SCAN,Start of drying
5.08,58,734602.445053522,734534.125753463,-68.3193000589963,SCAN,Start of drying
5.08,58,734983.589572633,734930.532749359,-53.05682327400427,SCAN,Start of drying
5.08,58,735310.999999124,735297.407113507,-13.592885616933927,SCAN,Start of drying
5.08,58,735745.999999916,735603.424473941,-142.57552597497124,SCAN,Start of drying
5.08,58,736109.44151868,735998.680211124,-110.76130755594932,SCAN,Start of drying
5.08,58,736473.678597733,736370.420046874,-103.25855085905641,SCAN,Start of drying
5.08,58,736828.687585996,736719.999999851,-108.68758614500985,SCAN,Start of drying
5.08,58,737176.38892191,737183.372367497,6.9834455869859084,SCAN,Start of drying
5.08,60,,,,SCAN,Start of drying
5.08,60,735981.516126356,735999.263837226,17.74771086999681,SCAN,Start of drying
5.08,60,736472.016998137,736365.000000237,-107.01699789997656,SCAN,Start of drying
5.08,60,736738.153092775,736740.135561628,1.9824688530061394,SCAN,Start of drying
5.08,60,737149.999902032,737151.997841968,1.997939936001785,SCAN,Start of drying
5.08,66,734244.554303759,734234.947885466,-9.606418292969465,SCAN,Start of drying
5.08,66,734601.365335947,734560.603871724,-40.76146422303282,SCAN,Start of drying
5.08,66,734964.203436453,734936.999999883,-27.203436570009217,SCAN,Start of drying
5.08,66,735337.637909583,735302.000000165,-35.637909418088384,SCAN,Start of drying
5.08,66,735693.057720027,735661.999999354,-31.057720673037693,SCAN,Start of drying
5.08,66,736010.992571373,735999.000007928,-11.992563445004635,SCAN,Start of drying
5.08,66,736463.000006679,736372.792387122,-90.20761955692433,SCAN,Start of drying
5.08,66,736801.135824755,736752.588053457,-48.547771297977306,SCAN,Start of drying
5.08,66,737163.999999674,737196.361050157,32.36105048295576,SCAN,Start of drying
5.08,66,737530.490244773,737490.873035758,-39.61720901494846,SCAN,Start of drying
5.08,68,,,,SCAN,Start of drying
5.08,68,734283.935059669,734181.898379925,-102.03667974390555,SCAN,Start of drying
5.08,68,734661.123418639,734545.600199401,-115.52321923791897,SCAN,Start of drying
5.08,68,734977.866377331,734911.211022939,-66.6553543920163,SCAN,Start of drying
5.08,68,735343.999999993,735269.422775917,-74.57722407602705,SCAN,Start of drying
5.08,68,,,,SCAN,Start of drying
5.08,68,,,,SCAN,Start of drying
5.08,68,736467.874787462,736359.300329875,-108.57445758697577,SCAN,Start of drying
5.08,68,736821.651199935,736711.930439401,-109.7207605340518,SCAN,Start of drying
5.08,68,737208.643798193,737211.419521017,2.775722824037075,SCAN,Start of drying
5.08,71,,,,SCAN,Start of drying
5.08,71,733947.185072821,733818.408004509,-128.77706831193063,SCAN,Start of drying
5.08,71,734289.177398466,734183.588821327,-105.58857713907491,SCAN,Start of drying
5.08,71,734659.646961907,734569.609995802,-90.03696610499173,SCAN,Start of drying
5.08,71,734992.000074708,734928.321973444,-63.67810126405675,SCAN,Start of drying
5.08,71,735342.331426726,735290.486358903,-51.84506782295648,SCAN,Start of drying
5.08,71,735712.993995981,735698.931954899,-14.062041082070209,SCAN,Start of drying
5.08,71,736062.300792694,736027.049708685,-35.2510840089526,SCAN,Start of drying
5.08,71,736472.40135129,736358.710107471,-113.6912438190775,SCAN,Start of drying
5.08,71,736808.649013274,736714.975983948,-93.67302932601888,SCAN,Start of drying
5.08,71,737170.999999999,737207.620479779,36.62047978001647,SCAN,Start of drying
5.08,72,,,,SCAN,Start of drying
5.08,72,733947.999967679,733818.451722799,-129.5482448800467,SCAN,Start of drying
5.08,72,734290.531134224,734183.757094787,-106.77403943706304,SCAN,Start of drying
5.08,72,734656.739139577,734566.973561757,-89.76557782001328,SCAN,Start of drying
5.08,72,734983.999984757,734928.32201013,-55.677974627004005,SCAN,Start of drying
5.08,72,735345.250267673,735290.260488228,-54.989779444993474,SCAN,Start of drying
5.08,72,735711.295791547,735698.918575852,-12.377215695101768,SCAN,Start of drying
5.08,72,736026.270300246,736025.70680292,-0.5634973259875551,SCAN,Start of drying
5.08,72,736472.999999689,736358.874896749,-114.1251029400155,SCAN,Start of drying
5.08,72,736806.99997913,736715.594454826,-91.40552430402022,SCAN,Start of drying
5.08,72,737167.999996366,737207.618225142,39.618228776031174,SCAN,Start of drying
5.08,82,734262.999981169,734184.60390417,-78.39607699902263,SCAN,Start of drying
5.08,82,734689.97803461,734540.745560528,-149.23247408203315,SCAN,Start of drying
5.08,82,734939.507092154,734918.419958717,-21.08713343704585,SCAN,Start of drying
5.08,82,735344.32126133,735296.129606748,-48.19165458204225,SCAN,Start of drying
5.08,82,735673.999999989,735648.999999958,-25.00000003108289,SCAN,Start of drying
5.08,82,736120.004628678,735999.436253592,-120.56837508594617,SCAN,Start of drying
5.08,82,736478.569009588,736411.183804208,-67.3852053800365,SCAN,Start of drying
5.08,82,736767.000069611,736753.558366782,-13.441702828975394,SCAN,Start of drying
5.08,82,737159.324888284,737167.167830106,7.842941822018474,SCAN,Start of drying
5.08,82,737526.089918604,737509.424993951,-16.664924653014168,SCAN,Start of drying
5.08,84,,,,SCAN,Start of drying
5.08,84,735976.544286454,736003.947923849,27.403637395007536,SCAN,Start of drying
5.08,84,736480.400223954,736468.480184928,-11.920039025950246,SCAN,Start of drying
5.08,84,736733.831641501,736742.684701308,8.853059806977399,SCAN,Start of drying
5.08,85,,,,SCAN,Start of drying
5.08,85,733500.435583707,733456.725152379,-43.710431327926926,SCAN,Start of drying
5.08,85,733850.381044392,733810.474511544,-39.906532848021016,SCAN,Start of drying
5.08,85,734242.543678101,734193.447736005,-49.09594209608622,SCAN,Start of drying
5.08,85,734589.616437507,734571.183599312,-18.43283819500357,SCAN,Start of drying
5.08,85,734989.148969512,734952.000178157,-37.14879135496449,SCAN,Start of drying
5.08,85,735339.692503919,735319.094457551,-20.59804636798799,SCAN,Start of drying
5.08,85,,735661.000180903,,SCAN,Start of drying
5.08,85,736041.719346252,735992.927043459,-48.792302793008275,SCAN,Start of drying
5.08,85,736459.035124941,736375.74206207,-83.29306287097279,SCAN,Start of drying
5.08,85,736773.576046121,736757.276430249,-16.29961587197613,SCAN,Start of drying
5.08,85,737193.283483748,737131.621335904,-61.662147843977436,SCAN,Start of drying
5.08,86,735835.999999952,,,SCAN,Start of drying
5.08,86,736031.641384294,735992.618803673,-39.02258062106557,SCAN,Start of drying
5.08,86,736451.999973538,736376.000000455,-75.99997308303136,SCAN,Start of drying
5.08,86,736772.621863327,736757.283801524,-15.338061803020537,SCAN,Start of drying
5.08,86,737183.372561072,737131.618652264,-51.75390880799387,SCAN,Start of drying
5.08,87,734267.827113313,734283.805392398,15.978279085014947,SCAN,Start of drying
5.08,87,734654.999013545,734543.001710435,-111.99730310996529,SCAN,Start of drying
5.08,87,734932.159680635,734909.999999912,-22.15968072297983,SCAN,Start of drying
5.08,87,735349.999999743,735289.000340891,-60.99965885200072,SCAN,Start of drying
5.08,87,735668.667622079,735627.210902932,-41.45671914704144,SCAN,Start of drying
5.08,87,736123.999999385,735999.999999993,-123.99999939196277,SCAN,Start of drying
5.08,87,736394.245254203,736375.607454421,-18.637799781979993,SCAN,Start of drying
5.08,87,736808.689070603,736729.999921947,-78.68914865597617,SCAN,Start of drying
5.08,87,737209.791962251,737193.331344649,-16.460617601987906,SCAN,Start of drying
5.08,11,,,,SCAN,Start of wetting
5.08,11,,735917.081765807,,SCAN,Start of wetting
5.08,11,736254.128965445,736229.327284483,-24.801680961973034,SCAN,Start of wetting
5.08,11,736628.510712289,736628.727210699,0.2164984099799767,SCAN,Start of wetting
5.08,11,736927.999889365,737026.525081581,98.52519221592229,SCAN,Start of wetting
5.08,12,,,,SCAN,Start of wetting
5.08,12,733067.085009828,733028.573246162,-38.511763665941544,SCAN,Start of wetting
5.08,12,733448.353496823,733361.520177932,-86.83331889100373,SCAN,Start of wetting
5.08,12,,,,SCAN,Start of wetting
5.08,12,,,,SCAN,Start of wetting
5.08,12,734508.47268374,734460.120568617,-48.352115122950636,SCAN,Start of wetting
5.08,12,734945.386044861,734745.999754056,-199.38629080506507,SCAN,Start of wetting
5.08,12,735275.125174876,735140.388643167,-134.7365317089716,SCAN,Start of wetting
5.08,12,735628.968071162,735549.459113313,-79.50895784900058,SCAN,Start of wetting
5.08,19,,,,SCAN,Start of wetting
5.08,22,,,,SCAN,Start of wetting
5.08,22,733309.589767394,733363.990149266,54.40038187196478,SCAN,Start of wetting
5.08,22,733638.999970776,733706.635425784,67.6354550080141,SCAN,Start of wetting
5.08,22,734054.025892125,734098.476877451,44.45098532596603,SCAN,Start of wetting
5.08,22,734396.983310695,734422.663000944,25.679690248914994,SCAN,Start of wetting
5.08,22,734867.997251422,734767.023325243,-100.97392617899459,SCAN,Start of wetting
5.08,22,735169.566309944,735126.404048326,-43.16226161806844,SCAN,Start of wetting
5.08,22,735540.981947375,735546.371465109,5.389517734060064,SCAN,Start of wetting
5.08,22,735817.469642453,735805.097207863,-12.372434590011835,SCAN,Start of wetting
5.08,22,736267.292091209,736255.874257382,-11.417833826970309,SCAN,Start of wetting
5.08,22,736582.132284928,736653.99642985,71.86414492200129,SCAN,Start of wetting
5.08,22,736942.472035281,737047.891945764,105.41991048294585,SCAN,Start of wetting
5.08,25,,,,SCAN,Start of wetting
5.08,25,730525.296482539,,,SCAN,Start of wetting
5.08,25,730909.056829435,730729.001478964,-180.05535047105514,SCAN,Start of wetting
5.08,25,731269.223678362,731136.22312069,-133.00055767199956,SCAN,Start of wetting
5.08,26,,,,SCAN,Start of wetting
5.08,26,732306.612624679,732287.141196534,-19.471428144956008,SCAN,Start of wetting
5.08,26,732555.377116916,732541.659003377,-13.718113539041951,SCAN,Start of wetting
5.08,26,732895.999153393,732915.637724823,19.638571429997683,SCAN,Start of wetting
5.08,26,733447.289045143,733275.99988917,-171.2891559730051,SCAN,Start of wetting
5.08,26,733710.357531515,733725.115261738,14.757730223005638,SCAN,Start of wetting
5.08,26,734038.586398427,734114.049289515,75.46289108798373,SCAN,Start of wetting
5.08,26,734564.934503152,734457.04771663,-107.88678652199451,SCAN,Start of wetting
5.08,26,734920.703678042,734754.628179956,-166.07549808605108,SCAN,Start of wetting
5.08,26,735128.056612523,735134.958567161,6.9019546379568055,SCAN,Start of wetting
5.08,26,735601.997549349,735554.060190714,-47.93735863501206,SCAN,Start of wetting
5.08,26,735981.416532178,735900.793250124,-80.62328205397353,SCAN,Start of wetting
5.08,26,736343.615130445,736219.079884228,-124.53524621704128,SCAN,Start of wetting
5.08,26,736724.470653217,736562.773212624,-161.69744059303775,SCAN,Start of wetting
5.08,26,736939.848389966,736948.155070747,8.30668078106828,SCAN,Start of wetting
5.08,27,,,,SCAN,Start of wetting
5.08,27,734398.097601231,734424.56367459,26.466073359013535,SCAN,Start of wetting
5.08,27,734853.006394728,734762.029149652,-90.97724507597741,SCAN,Start of wetting
5.08,27,735099.779164449,735191.423172233,91.64400778408162,SCAN,Start of wetting
5.08,27,735468.875145498,735558.622011292,89.74686579406261,SCAN,Start of wetting
5.08,27,735931.98709989,735928.505348729,-3.481751161045395,SCAN,Start of wetting
5.08,27,736215.029196102,736252.262144914,37.23294881195761,SCAN,Start of wetting
5.08,27,736580.670841245,736647.295886212,66.62504496704787,SCAN,Start of wetting
5.08,27,737049.999994334,737055.288598284,5.288603950059041,SCAN,Start of wetting
5.08,28,,,,SCAN,Start of wetting
5.08,28,733346.966041664,733346.927271166,-0.03877049800939858,SCAN,Start of wetting
5.08,28,733712.996885313,733710.913522185,-2.083363128011115,SCAN,Start of wetting
5.08,28,734144.641398416,734087.99971678,-56.64168163598515,SCAN,Start of wetting
5.08,28,734327.64305476,734402.462128333,74.8190735731041,SCAN,Start of wetting
5.08,28,734767.372958927,734744.999999887,-22.372959039988928,SCAN,Start of wetting
5.08,28,735108.55108127,735112.977270678,4.426189408055507,SCAN,Start of wetting
5.08,28,735460.37751689,735447.40186059,-12.97565629996825,SCAN,Start of wetting
5.08,28,735795.088217742,735785.647966856,-9.440250886022113,SCAN,Start of wetting
5.08,28,736230.531559517,736251.785927064,21.254367546993308,SCAN,Start of wetting
5.08,28,736531.241603035,736577.3510011,46.10939806501847,SCAN,Start of wetting
5.08,28,736890.00379133,736886.538615473,-3.465175857068971,SCAN,Start of wetting
5.08,29,,,,SCAN,Start of wetting
5.08,29,734422.348033215,734425.501404939,3.1533717239508405,SCAN,Start of wetting
5.08,29,734764.403084162,734860.999809937,96.59672577492893,SCAN,Start of wetting
5.08,29,735169.319354023,735134.065623483,-35.253730539930984,SCAN,Start of wetting
5.08,29,735465.502764555,735490.898916264,25.396151708904654,SCAN,Start of wetting
5.08,29,735912.940602655,735908.995526853,-3.945075802039355,SCAN,Start of wetting
5.08,29,736242.846363014,736256.482879522,13.636516508064233,SCAN,Start of wetting
5.08,29,736573.736163851,736576.665947482,2.9297836309997365,SCAN,Start of wetting
5.08,29,736943.416762649,737048.956925538,105.54016288905405,SCAN,Start of wetting
5.08,31,,,,SCAN,Start of wetting
5.08,31,734403.452577177,734433.391731456,29.939154279069044,SCAN,Start of wetting
5.08,31,734741.261965584,734738.000052018,-3.2619135660352185,SCAN,Start of wetting
5.08,31,735245.820183948,735189.351132965,-56.469050983083434,SCAN,Start of wetting
5.08,31,735427.999982245,735551.620258099,123.62027585401665,SCAN,Start of wetting
5.08,31,735954.145962698,735932.23025047,-21.915712228044868,SCAN,Start of wetting
5.08,31,736228.153702079,736252.573094246,24.419392167008482,SCAN,Start of wetting
5.08,31,736637.761943099,736652.228676518,14.466733418987133,SCAN,Start of wetting
5.08,31,737044.194177418,737059.0939131,14.899735681945458,SCAN,Start of wetting
5.08,33,,,,SCAN,Start of wetting
5.08,33,732743.993637913,732727.0874681,-16.90616981300991,SCAN,Start of wetting
5.08,33,733075.23104969,733018.993184378,-56.23786531202495,SCAN,Start of wetting
5.08,35,,,,SCAN,Start of wetting
5.08,35,733451.384642549,733384.586480397,-66.79816215194296,SCAN,Start of wetting
5.08,35,733830.4986381,733723.578768947,-106.91986915294547,SCAN,Start of wetting
5.08,35,734192.838256578,734133.444748464,-59.39350811392069,SCAN,Start of wetting
5.08,35,734564.289879353,734461.074658373,-103.21522097999696,SCAN,Start of wetting
5.08,35,734920.810954444,734774.207658209,-146.6032962349709,SCAN,Start of wetting
5.08,35,735280.265050315,735137.17989599,-143.0851543250028,SCAN,Start of wetting
5.08,35,735654.635844771,735569.322154803,-85.31368996808305,SCAN,Start of wetting
5.08,35,736014.621082538,735908.076840574,-106.54424196400214,SCAN,Start of wetting
5.08,35,736365.250917602,736335.494700243,-29.756217358983122,SCAN,Start of wetting
5.08,35,736712.546026317,736701.477912794,-11.06811352306977,SCAN,Start of wetting
5.08,35,737127.850696649,737054.634817417,-73.2158792320406,SCAN,Start of wetting
5.08,36,733753.999999422,733753.999999997,5.74975274503231e-07,SCAN,Start of wetting
5.08,36,734042.566254278,734073.10100083,30.534746552002616,SCAN,Start of wetting
5.08,36,734430.601269943,734421.275244723,-9.326025220099837,SCAN,Start of wetting
5.08,36,,,,SCAN,Start of wetting
5.08,36,,,,SCAN,Start of wetting
5.08,36,,,,SCAN,Start of wetting
5.08,36,735854.999999948,735833.654009765,-21.3459901829483,SCAN,Start of wetting
5.08,36,736250.377648644,736243.74609157,-6.631557074026205,SCAN,Start of wetting
5.08,36,736658.45379663,736616.105429037,-42.34836759301834,SCAN,Start of wetting
5.08,36,736923.000191135,736942.668514317,19.668323182035238,SCAN,Start of wetting
5.08,36,737326.017550261,737322.060524389,-3.9570258719613776,SCAN,Start of wetting
5.08,41,,,,SCAN,Start of wetting
5.08,41,733705.817641052,733687.011820918,-18.805820134002715,SCAN,Start of wetting
5.08,41,,,,SCAN,Start of wetting
5.08,41,734376.999959388,734381.347530075,4.347570686950348,SCAN,Start of wetting
5.08,44,,,,SCAN,Start of wetting
5.08,44,733082.181241307,733082.54595075,0.3647094430634752,SCAN,Start of wetting
5.08,44,733442.664087725,733370.999986855,-71.66410087002441,SCAN,Start of wetting
5.08,44,733816.342750063,733722.290472973,-94.05227709002793,SCAN,Start of wetting
5.08,44,734191.624593762,734136.76750138,-54.85709238203708,SCAN,Start of wetting
5.08,44,734537.262684962,734467.190238831,-70.07244613103103,SCAN,Start of wetting
5.08,44,734784.039106131,734957.743462368,173.7043562370818,SCAN,Start of wetting
5.08,44,735280.254013144,735123.999395858,-156.25461728591472,SCAN,Start of wetting
5.08,44,735652.09373466,735579.373539282,-72.72019537794404,SCAN,Start of wetting
5.08,44,735971.999999976,735913.613440118,-58.38655985798687,SCAN,Start of wetting
5.08,46,,,,SCAN,Start of wetting
5.08,49,,,,SCAN,Start of wetting
5.08,49,730721.000129586,730735.048763671,14.048634084989317,SCAN,Start of wetting
5.08,49,731143.366192456,731113.677114165,-29.68907829094678,SCAN,Start of wetting
5.08,49,731516.592885536,731486.707651479,-29.885234056971967,SCAN,Start of wetting
5.08,49,731880.514157861,731852.336152829,-28.178005032008514,SCAN,Start of wetting
5.08,49,732201.224227021,732165.401545632,-35.82268138893414,SCAN,Start of wetting
5.08,49,732565.000416564,732564.408529321,-0.5918872430920601,SCAN,Start of wetting
5.08,50,,,,SCAN,Start of wetting
5.08,50,733316.408306957,733307.356389214,-9.051917742937803,SCAN,Start of wetting
5.08,50,733690.988540597,733693.821815556,2.833274959004484,SCAN,Start of wetting
5.08,50,734046.336450269,734047.952666149,1.6162158800289035,SCAN,Start of wetting
5.08,50,734382.151090961,734391.221487203,9.070396242081188,SCAN,Start of wetting
5.08,50,734770.417341907,734751.496466678,-18.920875229057856,SCAN,Start of wetting
5.08,50,735147.56210043,735135.69811763,-11.86398280004505,SCAN,Start of wetting
5.08,50,735553.999989339,735481.573678833,-72.42631050606724,SCAN,Start of wetting
5.08,50,735912.154114429,735867.647245841,-44.50686858803965,SCAN,Start of wetting
5.08,50,736266.665920975,736244.36371607,-22.302204905077815,SCAN,Start of wetting
5.08,50,736600.638927861,736583.578773292,-17.060154568986036,SCAN,Start of wetting
5.08,50,736987.553981929,736944.962195703,-42.59178622602485,SCAN,Start of wetting
5.08,53,733363.139985416,733358.753530767,-4.386454648920335,SCAN,Start of wetting
5.08,53,733700.52667307,733692.14298282,-8.38369024998974,SCAN,Start of wetting
5.08,53,734100.680128188,734085.072637394,-15.607490794034675,SCAN,Start of wetting
5.08,53,734392.999965038,734407.424037171,14.424072132911533,SCAN,Start of wetting
5.08,53,734737.598467428,734748.524424587,10.9259571590228,SCAN,Start of wetting
5.08,54,,,,SCAN,Start of wetting
5.08,54,735428.526316635,735543.933339653,115.4070230179932,SCAN,Start of wetting
5.08,54,735936.865111612,735920.627545756,-16.237565855961293,SCAN,Start of wetting
5.08,54,736219.205549669,736221.33319986,2.1276501909596846,SCAN,Start of wetting
5.08,54,736677.708029644,736670.544914562,-7.163115081959404,SCAN,Start of wetting
5.08,54,737056.374257827,737054.521735339,-1.8525224879849702,SCAN,Start of wetting
5.08,55,,,,SCAN,Start of wetting
5.08,55,733023.030575988,732966.07044701,-56.9601289780112,SCAN,Start of wetting
5.08,55,733329.763148565,733351.051658299,21.28850973409135,SCAN,Start of wetting
5.08,55,733685.807618818,733688.317421117,2.509802298969589,SCAN,Start of wetting
5.08,55,734105.120729224,734021.330716457,-83.79001276707277,SCAN,Start of wetting
5.08,55,734402.101578362,734404.214482706,2.1129043439868838,SCAN,Start of wetting
5.08,55,734854.690406897,734746.56407993,-108.12632696703076,SCAN,Start of wetting
5.08,55,735210.393545634,735152.299672823,-58.09387281094678,SCAN,Start of wetting
5.08,55,735520.999999807,735467.396740084,-53.603259722935036,SCAN,Start of wetting
5.08,55,735940.461098526,735843.67890225,-96.78219627600629,SCAN,Start of wetting
5.08,55,736252.604153764,736231.750788527,-20.85336523700971,SCAN,Start of wetting
5.08,55,736583.241841073,736579.274317301,-3.9675237720366567,SCAN,Start of wetting
5.08,55,737044.993334156,736983.20615822,-61.78717593604233,SCAN,Start of wetting
5.08,57,,,,SCAN,Start of wetting
5.08,57,733368.999949735,733359.750220332,-9.249729403061792,SCAN,Start of wetting
5.08,57,733716.990306752,733712.999453141,-3.990853611030616,SCAN,Start of wetting
5.08,57,734055.166384785,734075.564390609,20.398005824070424,SCAN,Start of wetting
5.08,57,734337.860006742,734389.199354182,51.339347440050915,SCAN,Start of wetting
5.08,57,734747.490171579,734680.999928227,-66.49024335190188,SCAN,Start of wetting
5.08,57,735203.598254488,735127.704338845,-75.89391564298421,SCAN,Start of wetting
5.08,57,735427.238371687,735403.999935589,-23.238436097977683,SCAN,Start of wetting
5.08,57,735803.169584824,735809.237301122,6.0677162980427966,SCAN,Start of wetting
5.08,57,736229.796026046,736234.259761189,4.4637351429555565,SCAN,Start of wetting
5.08,57,736640.05763903,736566.030416123,-74.02722290705424,SCAN,Start of wetting
5.08,57,737048.501322162,736996.992314883,-51.50900727894623,SCAN,Start of wetting
5.08,58,,,,SCAN,Start of wetting
5.08,58,,,,SCAN,Start of wetting
5.08,58,,,,SCAN,Start of wetting
5.08,58,734097.515916802,734094.892559987,-2.6233568149618804,SCAN,Start of wetting
5.08,58,734353.619476363,734420.452726683,66.83325032005087,SCAN,Start of wetting
5.08,58,734754.598140651,734748.038518849,-6.5596218020655215,SCAN,Start of wetting
5.08,58,735138.479037113,735140.99999989,2.5209627769654617,SCAN,Start of wetting
5.08,58,735616.716990822,735552.743667677,-63.97332314494997,SCAN,Start of wetting
5.08,58,735786.999957986,735929.622809632,142.62285164603963,SCAN,Start of wetting
5.08,58,736236.809529692,736255.563506708,18.753977015963756,SCAN,Start of wetting
5.08,58,736689.6257508,736645.568758388,-44.05699241196271,SCAN,Start of wetting
5.08,58,737056.999951589,737049.50362953,-7.496322059072554,SCAN,Start of wetting
5.08,60,,,,SCAN,Start of wetting
5.08,60,735934.898888737,735923.385592856,-11.513295880984515,SCAN,Start of wetting
5.08,60,736254.084306946,736229.484005792,-24.60030115407426,SCAN,Start of wetting
5.08,60,736601.429088368,736609.552062466,8.122974098077975,SCAN,Start of wetting
5.08,60,737013.653605693,737013.041463357,-0.6121423359727487,SCAN,Start of wetting
5.08,66,,,,SCAN,Start of wetting
5.08,66,734423.929278488,734422.789575301,-1.1397031870437786,SCAN,Start of wetting
5.08,66,734768.510861071,734862.966077149,94.45521607808769,SCAN,Start of wetting
5.08,66,735165.13969642,735149.151092001,-15.988604419049807,SCAN,Start of wetting
5.08,66,735459.759656465,735504.123970224,44.36431375902612,SCAN,Start of wetting
5.08,66,735798.86553003,735908.625650991,109.76012096100021,SCAN,Start of wetting
5.08,66,736213.0000508,736262.21997417,49.219923369935714,SCAN,Start of wetting
5.08,66,736570.903022877,736575.973495987,5.070473109954037,SCAN,Start of wetting
5.08,66,736944.729768343,736883.574749198,-61.155019144993275,SCAN,Start of wetting
5.08,66,737323.19635319,737370.413551469,47.21719827898778,SCAN,Start of wetting
5.08,68,,,,SCAN,Start of wetting
5.08,68,734178.440002414,734112.142261175,-66.29774123907555,SCAN,Start of wetting
5.08,68,734401.062686769,734420.144336763,19.08164999401197,SCAN,Start of wetting
5.08,68,,,,SCAN,Start of wetting
5.08,68,735259.993281495,735155.178377194,-104.81490430096164,SCAN,Start of wetting
5.08,68,,,,SCAN,Start of wetting
5.08,68,,,,SCAN,Start of wetting
5.08,68,736197.998572219,736215.606319066,17.607746846973896,SCAN,Start of wetting
5.08,68,736570.508208137,736575.510275149,5.0020670120138675,SCAN,Start of wetting
5.08,68,737055.99205015,737043.525234506,-12.466815643943846,SCAN,Start of wetting
5.08,71,,,,SCAN,Start of wetting
5.08,71,733700.589212983,733766.469584559,65.88037157594226,SCAN,Start of wetting
5.08,71,734139.247134269,734045.095457664,-94.15167660498992,SCAN,Start of wetting
5.08,71,734399.49347434,734402.35868728,2.8652129400288686,SCAN,Start of wetting
5.08,71,734867.607715445,734755.000042731,-112.6076727140462,SCAN,Start of wetting
5.08,71,735166.429712434,735137.501498437,-28.928213996929117,SCAN,Start of wetting
5.08,71,735640.817914121,735495.652167551,-145.16574656998273,SCAN,Start of wetting
5.08,71,735891.236140746,735849.999965943,-41.236174802994356,SCAN,Start of wetting
5.08,71,736278.804122857,736240.186583976,-38.61753888102248,SCAN,Start of wetting
5.08,71,736718.126881255,736606.462369849,-111.66451140597928,SCAN,Start of wetting
5.08,71,736999.004437071,736974.283114394,-24.7213226769818,SCAN,Start of wetting
5.08,72,,,,SCAN,Start of wetting
5.08,72,733696.278472951,733761.355586051,65.0771130999783,SCAN,Start of wetting
5.08,72,734132.663711864,734045.095463631,-87.56824823305942,SCAN,Start of wetting
5.08,72,734396.558348734,734402.229469868,5.671121133957058,SCAN,Start of wetting
5.08,72,734863.58908245,734755.062545485,-108.52653696504422,SCAN,Start of wetting
5.08,72,735163.000368182,735137.544595225,-25.45577295694966,SCAN,Start of wetting
5.08,72,735636.897422404,735496.493846134,-140.40357626997866,SCAN,Start of wetting
5.08,72,735891.314142941,735849.999970846,-41.314172095037065,SCAN,Start of wetting
5.08,72,736272.373050894,736240.190317526,-32.18273336801212,SCAN,Start of wetting
5.08,72,736661.377637184,736607.024560189,-54.353076995001175,SCAN,Start of wetting
5.08,72,736994.000172105,736974.283429079,-19.71674302604515,SCAN,Start of wetting
5.08,82,,,,SCAN,Start of wetting
5.08,82,734425.455653385,734450.220606829,24.764953444013372,SCAN,Start of wetting
5.08,82,734767.699667308,734748.316039292,-19.383628015988506,SCAN,Start of wetting
5.08,82,735124.144254671,735136.82521326,12.68095858907327,SCAN,Start of wetting
5.08,82,735468.310031853,735477.797281571,9.487249717931263,SCAN,Start of wetting
5.08,82,735811.52811426,735912.998511913,101.47039765294176,SCAN,Start of wetting
5.08,82,736203.350280896,736230.760150829,27.409869933035225,SCAN,Start of wetting
5.08,82,736565.302763667,736681.625495786,116.3227321190061,SCAN,Start of wetting
5.08,82,736944.525831283,736888.519044364,-56.0067869189661,SCAN,Start of wetting
5.08,82,737279.999999887,737372.999762911,92.99976302403957,SCAN,Start of wetting
5.08,84,,,,SCAN,Start of wetting
5.08,84,735933.544626976,735912.194183914,-21.35044306202326,SCAN,Start of wetting
5.08,84,736319.585547763,736205.598349631,-113.98719813209027,SCAN,Start of wetting
5.08,84,736652.264951513,736634.07555579,-18.18939572304953,SCAN,Start of wetting
5.08,85,,,,SCAN,Start of wetting
5.08,85,733369.000005176,733363.216695742,-5.7833094340749085,SCAN,Start of wetting
5.08,85,733679.871161291,733684.330691485,4.459530193940736,SCAN,Start of wetting
5.08,85,734110.393761152,734055.327897657,-55.06586349499412,SCAN,Start of wetting
5.08,85,734406.886790012,734405.869389256,-1.0174007560126483,SCAN,Start of wetting
5.08,85,734763.000085083,734766.994586093,3.9945010100491345,SCAN,Start of wetting
5.08,85,735245.629991017,735136.581194662,-109.04879635502584,SCAN,Start of wetting
5.08,85,,735543.455406355,,SCAN,Start of wetting
5.08,85,735911.534287399,735919.885176072,8.350888672983274,SCAN,Start of wetting
